source,title,url,published_raw,published_iso,tags,snippet
mprnews.org/politics,Brian Bakst,https://www.mprnews.org/people/brian-bakst,,,ICE / immigration enforcement; Political actors mentioned; Minnesota mentioned,Minnesota's Online Source for News That Matters
